Date,Open,High,Low,Close,Adj Close,Volume
2003-07-22,44.249454,45.416538,44.164059,45.416538,24.547834,3109600
2003-07-23,45.544632,45.829285,45.074951,45.473469,24.578600,3120280
2003-07-24,46.839806,48.505032,46.839806,48.035355,25.963322,8502464
2003-07-25,48.035355,48.889317,47.665302,48.889317,26.424883,3766538
2003-07-28,49.600952,50.241421,49.173969,49.956768,27.001846,5454764
2003-07-29,49.956768,50.113327,48.846619,49.885605,26.963381,3293262
2003-07-30,49.885605,49.956768,49.316296,49.700581,26.863382,2434816
2003-07-31,50.099094,51.081150,49.700581,50.241421,27.155706,3669438
2003-08-01,50.156025,50.156025,49.529785,49.743279,26.886448,2910833
2003-08-04,49.743279,49.857140,48.818153,49.643650,26.832602,1552763
2003-08-05,49.529785,49.586720,48.718521,48.746990,26.347960,2031941
2003-08-06,48.106518,49.060108,47.964191,48.391171,26.155622,2591638
2003-08-07,48.391171,48.533497,47.807632,48.391171,26.155622,2406852
2003-08-08,49.102806,49.102806,48.433868,48.604664,26.271030,2505850
2003-08-11,48.433868,48.618896,47.579906,48.320007,26.117174,2520253
2003-08-12,48.320007,48.462334,47.708000,48.305775,26.109480,2295840
2003-08-13,48.035355,48.248844,47.679539,47.921494,25.901758,2204572
2003-08-14,47.893028,48.433868,47.608372,48.206146,26.055618,3238458
2003-08-15,48.462334,48.604664,47.779163,48.106518,26.001776,1179959
2003-08-18,48.690060,48.718521,48.220379,48.547729,26.240259,2241318
2003-08-19,48.732758,49.401691,48.547729,49.003178,26.486423,2280664
2003-08-20,49.031643,49.330528,48.860851,49.088573,26.532587,2044518
2003-08-21,49.102806,49.857140,49.074341,49.629417,26.824913,2853711
2003-08-22,49.615185,49.672115,48.690060,48.818153,26.386419,2037983
2003-08-25,48.675823,48.789688,48.106518,48.519264,26.224880,1246426
2003-08-26,48.519264,48.547729,47.508743,48.263077,26.086388,2005523
2003-08-27,48.078053,48.661594,48.035355,48.647362,26.294113,1331652
2003-08-28,48.746990,49.131271,48.106518,49.060108,26.517195,1406690
2003-08-29,48.832386,49.173969,48.604664,49.145504,26.563351,1343104
2003-09-02,49.173969,49.771744,48.704292,49.558254,26.786449,1873152
2003-09-03,49.615185,49.814442,49.373226,49.600952,26.809526,1779775
2003-09-04,48.547729,48.846619,48.291542,48.675823,26.309483,2405658
2003-09-05,48.348473,48.533497,47.807632,48.120750,26.009472,2488706
2003-09-08,48.120750,48.405403,47.679539,48.248844,26.078697,2592411
2003-09-09,48.106518,48.149216,47.537209,47.878796,25.878693,1437605
2003-09-10,47.878796,47.893028,46.412827,46.711712,25.247873,3121123
2003-09-11,46.967903,47.323719,46.398594,47.110229,25.463278,2286987
2003-09-12,47.181393,48.320007,46.711712,48.078053,25.986391,2761950
2003-09-15,48.078053,48.220379,47.594139,47.750702,25.809456,1906596
2003-09-16,47.693768,48.234612,47.693768,48.106518,26.001776,2106417
2003-09-17,47.736465,47.949959,47.409115,47.551441,25.701769,1971868
2003-09-18,47.551441,47.949959,47.466045,47.878796,25.878693,1878070
2003-09-19,47.779163,48.021122,47.565674,47.750702,25.809456,1787223
2003-09-22,47.750702,47.750702,46.654781,46.797108,25.294035,2089484
2003-09-23,46.626316,47.024834,46.284733,46.982136,25.394053,1916924
2003-09-24,47.039066,47.110229,45.829285,46.540920,25.155573,2694570
2003-09-25,46.612083,46.811340,45.871983,46.455524,25.109406,2641523
2003-09-26,45.971615,46.583618,45.971615,46.384361,25.330933,1829520
2003-09-29,47.394882,47.480278,46.896736,47.053299,25.696232,3075032
2003-09-30,47.053299,47.053299,45.843517,46.313198,25.292065,2466152
2003-10-01,46.540920,47.466045,46.341663,47.394882,25.882778,2216797
2003-10-02,47.608372,48.035355,46.142406,47.693768,26.046005,1978472
2003-10-03,47.693768,49.743279,47.693768,49.031643,26.776638,4062196
2003-10-06,48.803921,49.074341,48.604664,48.889317,26.698906,1344861
2003-10-07,48.889317,48.889317,47.636837,48.320007,26.388006,2518848
2003-10-08,48.675823,48.889317,48.490799,48.576199,26.527914,1576862
2003-10-09,48.818153,49.159737,48.320007,48.690060,26.590088,2199021
2003-10-10,48.690060,48.803921,48.462334,48.604664,26.543457,1156562
2003-10-13,48.746990,49.387459,48.746990,49.145504,26.838810,1045972
2003-10-14,49.472855,49.672115,48.974712,49.287830,26.916538,1404302
2003-10-15,49.444389,49.942535,49.259365,49.785976,27.188585,2802701
2003-10-16,49.586720,50.696869,49.586720,50.042164,27.328485,2456316
2003-10-17,50.198723,50.526077,49.928303,50.099094,27.359575,2141407
2003-10-20,50.184490,50.711102,50.184490,50.597240,27.631634,1571733
2003-10-21,50.597240,51.323109,50.454914,51.052685,27.880348,2560653
2003-10-22,50.454914,50.469147,49.245132,49.600952,27.087538,2804879
2003-10-23,48.348473,51.892414,48.348473,51.550831,28.152393,3925890
2003-10-24,51.550831,52.419025,51.237713,52.077438,28.439964,4060369
2003-10-27,52.447491,53.016796,52.077438,52.589817,28.719780,3831459
2003-10-28,52.660980,52.789074,52.162834,52.419025,28.626501,2922847
2003-10-29,52.162834,53.187592,51.750088,52.945637,28.914110,2108455
2003-10-30,53.543407,54.354671,53.244522,53.927692,29.450420,2391184
2003-10-31,54.155415,54.440067,53.415314,53.643036,29.294945,1822494
2003-11-03,53.443779,54.084251,53.401081,53.913460,29.442635,1361794
2003-11-04,53.514942,53.799599,53.372616,53.529175,29.232761,1857905
2003-11-05,53.529175,53.870762,53.102196,53.671501,29.310514,1493673
2003-11-06,53.586105,54.169647,53.329918,54.070019,29.528135,1379219
2003-11-07,53.401081,53.870762,53.358383,53.571873,29.256096,2034049
2003-11-10,53.287220,53.500710,52.803307,52.931400,28.906322,1235395
2003-11-11,52.034740,52.675213,51.949345,52.504421,28.673159,1577986
2003-11-12,52.433258,52.974098,52.219769,52.945637,28.914110,1345985
2003-11-13,52.945637,52.959866,52.347862,52.689445,28.774191,1171879
2003-11-14,53.045265,54.055786,52.945637,53.144894,29.022913,2387320
2003-11-17,53.144894,53.201824,52.646748,52.974098,28.929647,2528193
2003-11-18,52.974098,53.087963,52.034740,52.234001,28.525461,1483204
2003-11-19,52.234001,52.703678,51.920879,52.390560,28.610968,1763966
2003-11-20,52.105907,52.703678,51.465435,52.134373,28.471067,1456716
2003-11-21,52.376328,52.860237,51.593529,51.807018,28.292299,2485966
2003-11-24,52.020508,53.272987,52.006275,52.803307,28.836367,1940391
2003-11-25,53.159126,53.372616,52.660980,53.073730,28.984056,1453414
2003-11-26,53.073730,54.055786,53.073730,53.884995,29.427094,1817716
2003-11-28,53.586105,53.899223,53.443779,53.443779,29.186144,545856
2003-12-01,53.799599,54.795883,53.671501,54.795883,29.924517,2221575
2003-12-02,54.781654,55.222866,54.596626,54.738956,29.893450,2329706
2003-12-03,54.653557,56.005665,54.653557,55.550217,30.336477,2192557
2003-12-04,55.550217,56.261852,55.322495,55.934502,30.546345,2352189
2003-12-05,55.422123,55.763710,54.781654,55.009377,30.041121,1742818
2003-12-08,55.009377,55.721012,54.810120,55.706779,30.421988,1300597
2003-12-09,56.489574,57.201210,56.276085,56.717300,30.973831,4016104
2003-12-10,56.930790,56.930790,56.062595,56.219154,30.701784,3421769
2003-12-11,56.233387,56.560741,55.834873,56.489574,30.849470,1957324
2003-12-12,56.489574,56.774231,56.304550,56.731533,30.981606,1762421
2003-12-15,56.973488,57.172745,56.489574,56.759998,30.997158,1658786
2003-12-16,56.617672,57.357773,56.503811,57.357773,31.323608,2082950
2003-12-17,57.044651,57.058884,56.546509,57.001953,31.129305,1853479
2003-12-18,56.788464,57.998241,56.546509,57.998241,31.673372,2521729
2003-12-19,57.998241,58.012474,57.215443,57.713589,31.517923,2456808
2003-12-22,57.713589,58.681412,57.528564,58.667179,32.038685,1827974
2003-12-23,58.496387,58.809505,58.354061,58.738342,32.077557,1240172
2003-12-24,58.724110,59.136860,58.581783,59.051460,32.248531,657922
2003-12-26,59.065697,59.350349,58.866436,59.264954,32.365131,388401
2003-12-29,58.709877,59.777328,58.225964,59.777328,32.909706,2415284
2003-12-30,59.421513,59.706165,58.026707,58.439457,32.173180,2015149
2003-12-31,58.339828,59.264954,58.211735,59.165321,32.572788,1675297
2004-01-02,59.165321,59.421513,58.396759,58.539085,32.228016,1581218
2004-01-05,58.581783,60.602825,58.539085,59.649235,32.839195,1851652
2004-01-06,59.350349,59.478443,58.282894,58.966064,32.463074,1498100
2004-01-07,58.638714,59.208023,57.927078,59.094158,32.533611,2451749
2004-01-08,59.037228,60.389336,59.008762,60.332405,33.215298,2050279
2004-01-09,59.848492,59.862724,58.354061,58.467922,32.188839,1737970
2004-01-12,58.225964,59.208023,58.012474,59.122623,32.549274,2388022
2004-01-13,59.350349,59.492676,58.368294,58.709877,32.322033,2137473
2004-01-14,58.795273,58.923367,58.211735,58.410992,32.157501,1638340
2004-01-15,58.638714,58.709877,57.870148,57.912846,31.883232,1790876
2004-01-16,58.339828,58.596016,58.069405,58.510620,32.212349,2170495
2004-01-20,57.642426,58.325596,57.613960,57.798985,31.820560,2274692
2004-01-21,57.685123,59.051460,56.717300,58.781040,32.361210,3588568
2004-01-22,58.638714,58.638714,57.927078,58.055172,31.961597,2839869
2004-01-23,57.870148,58.240196,57.144279,57.300838,31.546309,2684101
2004-01-26,57.215443,57.998241,57.215443,57.912846,31.883232,2408890
2004-01-27,57.927078,58.339828,57.599728,57.756287,31.797066,2638783
2004-01-28,57.756287,59.919655,57.642426,58.496387,32.204521,4677680
2004-01-29,60.844784,60.844784,58.069405,58.724110,32.329876,5006149
2004-01-30,58.923367,59.891190,58.809505,59.706165,32.870537,3248436
2004-02-02,59.065697,59.848492,59.051460,59.321884,32.658966,3066109
2004-02-03,59.378815,59.421513,57.984009,58.339828,32.118313,2910341
2004-02-04,57.998241,59.165321,57.912846,58.709877,32.322033,2669136
2004-02-05,58.709877,59.976585,58.510620,59.649235,32.839195,2431303
2004-02-06,59.421513,60.488964,59.208023,59.876957,32.964550,2063699
2004-02-09,59.919655,60.061981,59.421513,59.478443,32.745174,2108666
2004-02-10,60.061981,60.474731,59.208023,60.061981,33.066414,1716119
2004-02-11,59.777328,62.196888,59.706165,62.097260,34.186928,3824995
2004-02-12,61.627579,62.566936,61.570648,62.381912,34.343632,3255743
2004-02-13,62.054562,62.623871,61.172134,61.613346,33.920517,2178364
2004-02-17,61.200600,62.125725,61.200600,61.385624,33.795143,1841464
2004-02-18,61.271763,62.424610,61.200600,61.912235,34.085049,1790314
2004-02-19,61.883770,62.566936,61.385624,61.428322,33.818642,1946434
2004-02-20,61.841072,62.324982,60.602825,60.944412,33.552238,2690003
2004-02-23,61.058273,61.257530,60.944412,61.143669,33.661945,1688085
2004-02-24,60.773617,61.342926,60.488964,60.972878,33.567913,1874065
2004-02-25,60.972878,62.453075,60.873245,62.268051,34.280937,2714875
2004-02-26,61.442554,61.755672,61.285995,61.399857,33.802971,1661034
2004-02-27,61.399857,62.410378,61.357159,61.869537,34.061550,2065666
2004-03-01,61.940701,62.936989,61.940701,62.296516,34.296619,2338348
2004-03-02,62.296516,62.510006,61.357159,61.385624,33.795143,1996248
2004-03-03,61.200600,61.342926,60.816315,61.200600,33.693264,2308909
2004-03-04,61.229065,61.798370,60.915943,61.627579,33.928337,1401210
2004-03-05,60.844784,61.200600,59.990822,60.218544,33.152611,3020299
2004-03-08,59.905422,60.460499,59.506908,59.549606,32.784332,3380245
2004-03-09,61.556416,61.556416,57.628193,58.225964,32.055634,4276069
2004-03-10,57.969776,58.126335,56.290318,56.802696,31.272062,3719534
2004-03-11,55.194401,57.343536,54.795883,55.479053,30.543341,5204987
2004-03-12,56.503811,56.930790,55.507519,56.034130,30.848932,2778672
2004-03-15,55.706779,55.706779,54.226578,54.553928,30.034029,2426596
2004-03-16,55.251331,55.792175,54.511230,55.123238,30.347460,2652484
2004-03-17,54.867050,56.432648,54.867050,55.806408,30.723564,2543228
2004-03-18,55.678314,56.076828,55.436356,55.906036,30.778404,1980159
2004-03-19,55.906036,56.219154,55.635612,55.721012,30.676552,2820758
2004-03-22,55.052074,55.493286,53.358383,53.699966,29.563892,3141639
2004-03-23,54.311974,56.176456,54.084251,55.535988,30.574692,3325231
2004-03-24,55.294029,56.190689,54.952446,55.621384,30.621708,2820337
2004-03-25,55.877571,57.315071,55.735245,56.859627,31.303410,2151384
2004-03-26,56.589207,57.058884,56.076828,56.560741,31.138851,1475897
2004-03-29,56.987720,58.211735,56.930790,57.870148,32.130589,2795886
2004-03-30,57.642426,57.784752,57.229675,57.428932,31.885622,1852495
2004-03-31,57.528564,57.613960,56.916557,57.329304,31.830307,1199843
2004-04-01,57.343536,58.709877,57.343536,57.685123,32.027855,1506601
2004-04-02,58.254433,59.549606,58.254433,58.909134,32.707455,1919032
2004-04-05,58.837971,59.037228,57.827450,58.453690,32.454582,1933787
2004-04-06,58.297131,58.923367,58.026707,58.923367,32.715370,1273968
2004-04-07,58.467922,58.624481,57.414703,57.969776,32.185902,1418213
2004-04-08,58.482155,58.752575,57.599728,58.040939,32.225410,1234903
2004-04-12,58.040939,59.336117,57.998241,58.923367,32.715370,1141386
2004-04-13,59.279186,59.378815,57.770519,58.055172,32.233322,2238859
2004-04-14,57.870148,59.578072,57.870148,58.354061,32.399281,1919313
2004-04-15,58.823738,59.022995,57.998241,58.510620,32.486195,2078102
2004-04-16,58.937599,59.350349,58.410992,59.336117,32.944530,1680426
2004-04-19,59.321884,59.478443,58.638714,59.350349,32.952435,1460440
2004-04-20,59.264954,59.677700,57.742054,57.742054,32.059467,1401913
2004-04-21,57.357773,58.197498,56.660370,58.154800,32.288620,2131430
2004-04-22,58.154800,60.133148,57.941311,59.578072,33.078842,1983461
2004-04-23,58.966064,60.360870,58.140568,58.923367,32.715370,1479270
2004-04-26,59.250721,60.090450,59.151093,59.364582,32.960335,1619229
2004-04-27,59.563839,60.417801,59.193790,59.606537,33.094677,2041145
2004-04-28,59.222256,59.407280,58.055172,58.240196,32.336048,1846944
2004-04-29,58.311363,58.439457,55.507519,56.461109,31.348269,4200258
2004-04-30,56.930790,57.115814,56.091061,56.489574,31.364061,2724642
2004-05-03,57.030418,57.058884,56.147991,56.660370,31.458895,2251084
2004-05-04,56.916557,57.571262,56.304550,57.471630,31.909330,2420553
2004-05-05,57.471630,57.471630,56.646137,56.888092,31.585342,1396432
2004-05-06,56.290318,56.589207,55.621384,56.005665,31.095387,1913622
2004-05-07,55.578686,56.019897,53.927692,53.927692,29.941662,3446852
2004-05-10,53.571873,53.756897,52.234001,52.803307,29.317379,5008116
2004-05-11,53.073730,54.198112,53.002563,54.198112,30.091805,2941045
2004-05-12,53.899223,53.899223,52.305164,53.087963,29.475426,4214380
2004-05-13,53.016796,54.226578,52.803307,53.586105,29.752007,2016694
2004-05-14,53.600338,54.013088,53.144894,53.571873,29.744112,2076627
2004-05-17,53.230289,53.287220,51.735855,52.461723,29.127728,2226704
2004-05-18,52.846004,53.443779,52.077438,53.159126,29.514944,2269352
2004-05-19,53.941921,55.123238,53.016796,53.230289,29.554472,2640118
2004-05-20,53.230289,53.785362,52.703678,52.831772,29.333183,1209258
2004-05-21,53.201824,54.397369,53.201824,53.714199,29.823128,2248695
2004-05-24,54.795883,55.151703,53.856525,54.283508,30.139223,2233449
2004-05-25,54.098484,55.422123,53.472244,55.066307,30.573841,2082177
2004-05-26,55.222866,56.091061,54.867050,55.479053,30.803024,2011495
2004-05-27,56.147991,56.973488,56.119526,56.759998,31.514214,2463201
2004-05-28,56.631905,56.930790,56.276085,56.788464,31.530014,1411820
2004-06-01,56.318783,56.631905,55.849106,56.361481,31.292957,2047469
2004-06-02,56.831161,57.514332,56.290318,57.372005,31.854015,2125950
2004-06-03,57.030418,57.130047,54.653557,54.724724,30.384192,5097347
2004-06-04,55.365192,56.404179,55.151703,55.849106,31.008476,2351698
2004-06-07,56.290318,56.930790,55.934502,56.674603,31.466814,2037632
2004-06-08,56.333015,56.631905,56.091061,56.631905,31.443096,1999761
2004-06-09,56.389946,57.272373,56.247620,56.560741,31.403587,2056532
2004-06-10,56.560741,57.044651,56.347248,56.745766,31.506325,2050911
2004-06-14,56.219154,56.404179,55.962967,56.133759,31.166506,1659418
2004-06-15,56.333015,56.788464,55.493286,55.834873,31.000568,1872800
2004-06-16,55.849106,56.176456,54.795883,55.820641,30.992670,2174359
2004-06-17,55.834873,55.834873,55.393658,55.578686,30.858328,1398189
2004-06-18,55.649845,57.016186,55.635612,56.945023,31.616940,2782536
2004-06-21,56.930790,57.115814,56.503811,56.560741,31.403587,1847928
2004-06-22,55.849106,56.489574,55.279797,56.461109,31.348269,2733424
2004-06-23,56.204922,58.069405,56.147991,57.998241,32.201710,3012430
2004-06-24,57.727821,58.183266,57.443169,57.542797,31.948839,2668503
2004-06-25,57.542797,58.254433,57.044651,57.386234,31.861917,1929852
2004-06-28,57.428932,57.912846,56.930790,57.130047,31.985422,1957113
2004-06-29,57.144279,58.282894,56.959255,58.254433,32.614933,2179137
2004-06-30,58.211735,58.211735,57.585495,57.927078,32.431667,1842307
2004-07-01,57.713589,57.998241,56.005665,56.546509,31.658716,2631335
2004-07-02,56.432648,56.432648,55.165936,56.076828,31.395752,1260267
2004-07-06,55.863338,55.906036,55.222866,55.464821,31.053120,1342191
2004-07-07,55.763710,56.589207,55.607147,56.147991,31.435595,1415122
2004-07-08,56.076828,56.290318,55.564449,55.564449,31.108900,1345283
2004-07-09,56.076828,56.162224,55.308262,55.721012,31.196550,1303477
2004-07-12,55.806408,56.204922,55.550217,56.034130,31.371849,1112719
2004-07-13,56.176456,56.190689,55.507519,55.706779,31.188581,1081875
2004-07-14,55.165936,56.574974,54.966679,55.621384,31.140768,1777316
2004-07-15,55.834873,56.105293,55.279797,55.607147,31.132799,1118411
2004-07-16,56.859627,56.859627,55.294029,56.133759,31.427628,2183564
2004-07-19,56.261852,56.361481,55.664082,55.863338,31.276232,1871044
2004-07-20,55.863338,56.304550,55.123238,56.219154,31.475443,1488825
2004-07-21,56.788464,57.557030,55.877571,56.133759,31.427628,2778040
2004-07-22,55.948734,56.005665,54.653557,55.194401,30.901718,2362869
2004-07-23,55.123238,55.393658,54.311974,54.909748,30.742344,1425591
2004-07-26,54.909748,55.151703,54.155415,54.667789,30.606884,1221062
2004-07-27,54.667789,55.991432,54.013088,55.621384,31.140768,1836686
2004-07-28,55.763710,56.361481,55.165936,56.076828,31.395752,1558805
2004-07-29,56.816929,57.798985,56.318783,57.642426,32.272278,2568592
2004-07-30,57.186977,57.343536,56.503811,56.774231,31.786217,2455824
2004-08-02,56.646137,57.158512,56.404179,57.044651,31.937616,1382732
2004-08-03,56.930790,56.930790,56.105293,56.574974,31.674658,1212841
2004-08-04,56.247620,57.201210,55.721012,57.130047,31.985422,1823056
2004-08-05,57.130047,57.144279,55.792175,55.991432,31.347944,1659348
2004-08-06,55.251331,55.464821,54.511230,54.767422,30.662666,2795324
2004-08-09,54.938213,55.507519,54.795883,55.251331,30.933580,1953670
